name,category,price,sales,rating
Product_2445,Home & Kitchen,12070.71,357,2.5
Product_2446,Beauty,5448.87,874,2.6
Product_2447,Electronics,13234.56,310,1.8
Product_2448,Fashion,8923.69,449,2.6
Product_2449,Home & Kitchen,10424.09,179,3.6
Product_2450,Sports,4688.09,148,1.2
Product_2451,Home & Kitchen,9157.55,962,3.5
Product_2452,Sports,19450.06,724,4.8
Product_2453,Home & Kitchen,19254.43,736,2.6
Product_2454,Fashion,11993.55,722,3.6
Product_2455,Books,1007.7,601,3.0
Product_2456,Electronics,1949.86,676,2.1
Product_2457,Books,6770.13,201,1.6
Product_2458,Books,7753.13,12,2.1
Product_2459,Books,7841.11,95,2.5
Product_2460,Home & Kitchen,8238.37,544,4.9
Product_2461,Fashion,9644.04,657,2.5
Product_2462,Electronics,8759.12,626,3.7
Product_2463,Home & Kitchen,14728.46,788,2.3
Product_2464,Books,13528.53,169,2.0
Product_2465,Sports,7149.56,779,3.4
Product_2466,Electronics,10423.22,182,1.4
Product_2467,Fashion,11460.05,742,3.0
Product_2468,Home & Kitchen,6969.51,242,3.0
Product_2469,Electronics,13333.16,834,3.1
Product_2470,Sports,5256.02,928,3.6
Product_2471,Beauty,14814.34,723,4.7
Product_2472,Electronics,16276.02,5,4.2
Product_2473,Books,17272.5,957,3.9
Product_2474,Fashion,6065.52,819,4.3
Product_2475,Sports,7572.02,73,3.1
Product_2476,Sports,3084.3,794,3.8
Product_2477,Sports,6617.87,332,2.9
Product_2478,Books,19366.89,430,3.0
Product_2479,Books,9753.57,457,3.2
Product_2480,Fashion,8588.57,734,4.3
Product_2481,Home & Kitchen,9013.07,374,4.4
Product_2482,Beauty,4406.02,398,4.5
Product_2483,Home & Kitchen,12289.09,462,3.1
Product_2484,Books,10757.35,609,1.5
Product_2485,Electronics,13872.61,144,3.9
Product_2486,Electronics,6010.22,468,3.0
Product_2487,Books,18230.62,738,1.5
Product_2488,Fashion,7210.77,847,1.9
Product_2489,Sports,2387.1,864,2.9
Product_2490,Home & Kitchen,9879.46,719,1.4
Product_2491,Books,19603.76,319,4.1
Product_2492,Books,3789.53,250,1.0
Product_2493,Electronics,2071.82,807,1.5
Product_2494,Electronics,8586.53,873,4.2
Product_2495,Electronics,7644.96,590,4.8
Product_2496,Fashion,1912.64,775,3.0
Product_2497,Books,10880.46,665,2.6
Product_2498,Books,14806.6,297,2.8
Product_2499,Fashion,1167.69,900,4.6
Product_2500,Books,2922.49,442,2.8
Product_2501,Electronics,6124.03,106,2.6
Product_2502,Home & Kitchen,2441.82,915,1.0
Product_2503,Sports,10239.59,898,4.4
Product_2504,Electronics,19408.22,725,1.1
Product_2505,Home & Kitchen,8564.52,493,2.9
Product_2506,Fashion,7838.78,805,4.5
Product_2507,Fashion,15151.24,235,1.4
Product_2508,Fashion,11263.38,31,2.4
Product_2509,Fashion,4107.34,49,3.2
Product_2510,Beauty,4876.04,42,2.6
Product_2511,Fashion,11127.85,958,1.4
Product_2512,Electronics,10568.77,431,3.1
Product_2513,Home & Kitchen,2847.57,867,1.4
Product_2514,Books,3784.82,281,2.5
Product_2515,Sports,15130.82,235,2.2
Product_2516,Books,4663.5,230,2.0
Product_2517,Electronics,11312.59,499,4.9
Product_2518,Fashion,8889.48,774,4.5
Product_2519,Electronics,15214.37,388,4.6
Product_2520,Sports,18666.59,734,3.8
Product_2521,Books,18847.06,211,4.8
Product_2522,Electronics,11606.11,526,4.9
Product_2523,Beauty,11788.51,942,3.2
Product_2524,Electronics,3315.36,184,4.9
Product_2525,Sports,18186.55,447,2.2
Product_2526,Electronics,17807.17,619,2.7
Product_2527,Home & Kitchen,16984.21,341,4.3
Product_2528,Books,5176.93,485,4.3
Product_2529,Fashion,8199.11,964,3.4
Product_2530,Fashion,10277.75,128,1.1
Product_2531,Electronics,6282.53,929,1.1
Product_2532,Electronics,2769.92,271,1.3
Product_2533,Home & Kitchen,11254.91,768,1.8
Product_2534,Beauty,2785.37,307,1.4
Product_2535,Books,14323.33,372,4.7
Product_2536,Home & Kitchen,9391.9,953,1.8
Product_2537,Electronics,4750.07,650,4.7
Product_2538,Beauty,14458.03,718,1.2
Product_2539,Electronics,3130.05,150,1.8
Product_2540,Books,4801.45,534,4.3
Product_2541,Fashion,12518.63,985,2.9
Product_2542,Electronics,11671.03,178,1.9
Product_2543,Books,17218.82,519,4.9
Product_2544,Electronics,19987.24,244,1.6
Product_2545,Sports,19895.0,155,1.7
Product_2546,Books,16349.65,514,4.1
Product_2547,Home & Kitchen,15076.79,579,3.8
Product_2548,Sports,17226.72,43,4.6
Product_2549,Beauty,19490.34,760,1.8
Product_2550,Electronics,4761.02,251,3.2
Product_2551,Sports,7860.42,37,1.9
Product_2552,Books,5771.97,990,3.4
Product_2553,Beauty,15810.29,705,2.4
Product_2554,Books,1145.85,711,3.2
Product_2555,Sports,12438.71,864,2.7
Product_2556,Beauty,16304.15,843,1.6
Product_2557,Books,6598.14,274,4.1
Product_2558,Sports,12867.85,491,1.1
Product_2559,Books,8273.64,867,4.2
Product_2560,Books,11657.07,43,4.5
Product_2561,Sports,2415.26,204,2.4
Product_2562,Books,9060.3,537,3.2
Product_2563,Sports,782.34,933,4.5
Product_2564,Beauty,9020.69,639,1.6
Product_2565,Home & Kitchen,4389.15,986,1.7
Product_2566,Home & Kitchen,2619.3,872,4.5
Product_2567,Home & Kitchen,11859.34,284,2.6
Product_2568,Sports,16115.95,410,2.8
Product_2569,Home & Kitchen,15974.66,369,4.1
Product_2570,Books,8567.61,56,3.5
Product_2571,Sports,17302.11,960,1.2
Product_2572,Fashion,17179.51,406,3.1
Product_2573,Home & Kitchen,6367.57,208,4.5
Product_2574,Books,14386.73,117,1.7
Product_2575,Beauty,11744.22,858,1.2
Product_2576,Sports,14195.29,901,1.6
Product_2577,Sports,18377.3,968,4.2
Product_2578,Sports,7027.06,768,2.9
Product_2579,Beauty,13197.1,954,1.5
Product_2580,Beauty,6397.22,140,1.4
Product_2581,Sports,18094.34,581,1.2
Product_2582,Books,7259.08,771,2.4
Product_2583,Sports,6850.86,624,2.3
Product_2584,Sports,4371.17,645,3.7
Product_2585,Home & Kitchen,15048.98,853,1.9
Product_2586,Fashion,14944.91,207,4.1
Product_2587,Fashion,8734.23,168,4.5
Product_2588,Sports,18860.8,538,4.9
Product_2589,Books,8011.42,164,2.6
Product_2590,Home & Kitchen,7234.23,627,3.4
Product_2591,Fashion,9048.34,275,1.8
Product_2592,Home & Kitchen,7793.18,464,1.6
Product_2593,Sports,13839.66,366,4.5
Product_2594,Home & Kitchen,17837.13,434,4.3
Product_2595,Books,12731.95,545,3.3
Product_2596,Fashion,16405.4,900,1.5
Product_2597,Books,2555.64,180,2.5
Product_2598,Home & Kitchen,5099.76,58,3.7
Product_2599,Fashion,8528.49,111,3.9
Product_2600,Electronics,2312.58,191,1.5
Product_2601,Books,2406.88,930,1.7
Product_2602,Books,5468.2,660,3.0
Product_2603,Beauty,17760.27,75,1.9
Product_2604,Electronics,11710.27,54,4.6
Product_2605,Sports,9745.94,680,1.1
Product_2606,Beauty,17743.81,436,2.1
Product_2607,Fashion,7609.95,964,1.6
Product_2608,Sports,3185.69,220,1.8
Product_2609,Home & Kitchen,16885.71,635,2.9
Product_2610,Electronics,14993.45,421,2.8
Product_2611,Home & Kitchen,2519.79,128,3.4
Product_2612,Fashion,15267.15,832,2.6
Product_2613,Fashion,16720.81,907,4.6
Product_2614,Books,3428.86,846,1.7
Product_2615,Electronics,9932.12,994,1.2
Product_2616,Home & Kitchen,12915.87,388,2.3
Product_2617,Fashion,16547.49,795,3.1
Product_2618,Sports,8717.37,887,3.1
Product_2619,Electronics,18877.83,103,1.5
Product_2620,Home & Kitchen,10717.28,219,3.5
Product_2621,Sports,7242.51,458,3.9
Product_2622,Home & Kitchen,15987.92,167,4.6
Product_2623,Home & Kitchen,1422.19,118,2.6
Product_2624,Books,18753.01,462,3.5
Product_2625,Electronics,19277.75,601,4.1
Product_2626,Sports,2072.02,617,1.1
Product_2627,Beauty,13497.4,439,2.7
Product_2628,Beauty,9301.14,970,4.4
Product_2629,Books,745.12,979,1.5
Product_2630,Fashion,9760.97,874,3.2
Product_2631,Electronics,8289.5,832,3.7
Product_2632,Home & Kitchen,1834.77,68,1.8
Product_2633,Beauty,9791.69,897,2.9
Product_2634,Electronics,7796.18,931,3.7
Product_2635,Home & Kitchen,6633.22,242,4.2
Product_2636,Fashion,6173.5,858,3.6
Product_2637,Electronics,18490.82,544,4.0
Product_2638,Beauty,949.71,511,2.3
Product_2639,Sports,7280.39,995,3.1
Product_2640,Sports,2099.94,517,3.7
Product_2641,Home & Kitchen,4582.93,605,4.7
Product_2642,Books,11675.71,117,1.9
Product_2643,Books,18765.09,401,2.0
Product_2644,Fashion,7425.68,893,3.1
Product_2645,Sports,16923.81,185,2.6
Product_2646,Electronics,18181.39,300,3.2
Product_2647,Fashion,15224.89,245,2.7
Product_2648,Home & Kitchen,13601.53,577,1.8
Product_2649,Electronics,9950.46,739,1.1
Product_2650,Beauty,6098.12,616,2.7
Product_2651,Books,8392.55,247,2.2
Product_2652,Fashion,9384.19,812,1.8
Product_2653,Sports,10332.37,867,4.1
Product_2654,Electronics,8173.86,791,4.7
Product_2655,Sports,11638.19,104,4.8
Product_2656,Books,5475.21,65,1.2
Product_2657,Books,15880.27,990,1.9
Product_2658,Beauty,12866.19,213,4.7
Product_2659,Electronics,7934.87,691,3.3
Product_2660,Fashion,3787.6,290,2.9
Product_2661,Beauty,8255.38,357,2.5
Product_2662,Books,5327.25,347,4.2
Product_2663,Books,6693.18,191,3.8
Product_2664,Sports,1124.95,628,2.7
Product_2665,Sports,9683.82,237,1.1
Product_2666,Sports,17504.6,984,4.4
Product_2667,Sports,2381.32,276,1.2
Product_2668,Fashion,15460.74,424,4.6
Product_2669,Fashion,18945.22,444,2.2
Product_2670,Beauty,7632.32,306,4.6
Product_2671,Fashion,18942.72,19,2.4
Product_2672,Sports,10708.73,869,1.2
Product_2673,Books,18721.15,276,3.3
Product_2674,Books,8137.54,943,2.7
Product_2675,Fashion,14630.47,251,2.3
Product_2676,Fashion,9077.01,887,2.2
Product_2677,Books,15848.86,471,4.6
Product_2678,Sports,5885.6,960,1.7
Product_2679,Beauty,7777.01,276,1.8
Product_2680,Sports,15670.03,645,4.2
Product_2681,Fashion,18988.1,867,2.7
Product_2682,Books,14802.62,829,2.7
Product_2683,Home & Kitchen,3302.21,221,3.4
Product_2684,Sports,684.89,769,3.0
Product_2685,Home & Kitchen,13508.58,171,1.9
Product_2686,Books,8916.04,301,1.8
Product_2687,Electronics,5921.85,923,1.3
Product_2688,Fashion,8208.62,347,4.9
Product_2689,Books,1546.99,629,3.3
Product_2690,Home & Kitchen,19080.73,560,1.5
Product_2691,Fashion,10260.8,124,4.7
Product_2692,Sports,6187.07,65,1.8
Product_2693,Electronics,16429.91,792,1.5
Product_2694,Fashion,9316.84,29,1.7
Product_2695,Fashion,9492.5,354,1.4
Product_2696,Sports,13837.29,9,1.8
Product_2697,Home & Kitchen,12282.11,198,2.7
Product_2698,Sports,4563.86,693,1.2
Product_2699,Electronics,6808.23,634,1.7
Product_2700,Books,2918.82,423,1.4
Product_2701,Home & Kitchen,554.2,362,4.9
Product_2702,Home & Kitchen,3551.07,645,2.5
Product_2703,Electronics,10757.37,497,3.0
Product_2704,Beauty,14514.53,531,2.5
Product_2705,Home & Kitchen,6945.28,324,2.2
Product_2706,Home & Kitchen,17469.29,55,3.8
Product_2707,Fashion,17087.29,298,3.7
Product_2708,Electronics,12999.86,775,1.4
Product_2709,Sports,16842.63,985,4.7
Product_2710,Electronics,18754.98,35,1.4
Product_2711,Home & Kitchen,17201.96,370,2.2
Product_2712,Sports,5164.21,175,2.9
Product_2713,Sports,5035.58,406,2.9
Product_2714,Beauty,2775.32,870,2.0
Product_2715,Electronics,13549.9,169,1.7
Product_2716,Sports,9235.05,588,4.4
Product_2717,Books,7007.67,594,1.2
Product_2718,Fashion,19941.91,601,3.9
Product_2719,Beauty,8954.91,845,1.5
Product_2720,Sports,4478.29,878,3.0
Product_2721,Beauty,2134.51,503,3.5
Product_2722,Books,19434.89,784,1.2
Product_2723,Sports,5015.8,462,1.7
Product_2724,Books,11519.69,623,4.9
Product_2725,Electronics,8567.18,867,4.6
Product_2726,Fashion,5824.99,412,4.3
Product_2727,Fashion,17368.05,163,1.2
Product_2728,Sports,15870.17,32,1.4
Product_2729,Beauty,10638.43,642,2.4
Product_2730,Sports,1328.66,590,1.2
Product_2731,Beauty,7052.54,211,4.7
Product_2732,Sports,7821.94,435,2.8
Product_2733,Fashion,11959.12,920,4.7
Product_2734,Home & Kitchen,6892.39,761,4.8
Product_2735,Fashion,8875.95,329,3.3
Product_2736,Sports,2296.46,940,1.7
Product_2737,Sports,1316.88,299,2.4
Product_2738,Fashion,1719.81,162,4.1
Product_2739,Electronics,1183.92,194,4.0
Product_2740,Beauty,3651.44,494,4.3
Product_2741,Home & Kitchen,3584.29,942,2.3
Product_2742,Books,6343.47,899,2.1
Product_2743,Beauty,1056.21,826,4.0
Product_2744,Fashion,4439.18,522,3.5
Product_2745,Electronics,5523.99,514,4.2
Product_2746,Books,5926.15,172,2.1
Product_2747,Sports,4202.63,253,3.8
Product_2748,Sports,14779.22,755,2.4
Product_2749,Beauty,18738.1,659,4.7
Product_2750,Sports,8351.82,373,2.7
Product_2751,Electronics,2061.21,939,3.1
Product_2752,Home & Kitchen,13739.1,576,1.6
Product_2753,Beauty,10717.59,288,4.5
Product_2754,Home & Kitchen,1140.73,773,2.0
Product_2755,Books,12042.84,168,2.1
Product_2756,Fashion,9187.0,712,1.1
Product_2757,Sports,12257.88,64,4.7
Product_2758,Fashion,8600.48,88,5.0
Product_2759,Electronics,2959.57,487,1.4
Product_2760,Beauty,12702.32,172,4.5
Product_2761,Sports,10328.8,282,4.3
Product_2762,Books,1019.94,738,2.7
Product_2763,Books,4806.61,29,3.1
Product_2764,Beauty,14711.45,244,3.8
Product_2765,Books,6686.64,883,4.8
Product_2766,Sports,3527.4,835,4.5
Product_2767,Home & Kitchen,3075.79,730,4.7
Product_2768,Sports,10415.59,942,2.7
Product_2769,Sports,16172.54,835,3.6
Product_2770,Electronics,7144.61,752,4.2
Product_2771,Sports,7678.94,68,4.4
Product_2772,Home & Kitchen,4415.68,94,1.8
Product_2773,Electronics,2050.85,14,4.7
Product_2774,Books,19235.57,917,1.6
Product_2775,Fashion,14637.65,346,2.4
Product_2776,Electronics,15575.34,655,4.0
Product_2777,Books,11444.53,495,4.5
Product_2778,Books,14562.68,625,2.4
Product_2779,Electronics,3578.23,872,3.0
Product_2780,Home & Kitchen,8826.9,999,4.2
Product_2781,Sports,12306.83,25,3.0
Product_2782,Beauty,507.56,694,1.9
Product_2783,Electronics,14861.19,95,2.6
Product_2784,Sports,19077.31,159,1.5
Product_2785,Beauty,10982.11,559,4.2
Product_2786,Fashion,5494.87,473,2.8
Product_2787,Sports,18531.08,469,2.9
Product_2788,Home & Kitchen,7729.57,808,2.1
Product_2789,Books,13862.83,460,1.9
Product_2790,Sports,5216.07,357,2.2
Product_2791,Home & Kitchen,9613.19,796,3.0
Product_2792,Electronics,4984.29,135,4.4
Product_2793,Sports,11172.47,301,4.8
Product_2794,Home & Kitchen,5871.06,911,4.6
Product_2795,Electronics,7397.01,55,4.3
Product_2796,Home & Kitchen,15477.49,122,4.4
Product_2797,Fashion,16472.81,938,2.5
Product_2798,Fashion,12161.16,46,2.5
Product_2799,Books,14727.33,471,1.6
Product_2800,Home & Kitchen,16457.19,603,1.3
Product_2801,Fashion,16930.99,92,2.3
Product_2802,Beauty,1111.37,488,1.5
Product_2803,Home & Kitchen,19680.28,109,4.7
Product_2804,Fashion,5110.66,944,4.5
Product_2805,Home & Kitchen,12164.95,821,4.4
Product_2806,Electronics,12573.31,332,4.7
Product_2807,Sports,5712.62,848,1.6
Product_2808,Books,2294.05,236,4.5
Product_2809,Beauty,17267.07,480,2.7
Product_2810,Electronics,1618.05,728,4.1
Product_2811,Electronics,7235.24,864,1.9
Product_2812,Electronics,3416.12,183,4.2
Product_2813,Books,1379.84,691,4.7
Product_2814,Beauty,19191.12,14,1.1
Product_2815,Fashion,19291.82,176,3.4
Product_2816,Home & Kitchen,6617.34,504,4.6
Product_2817,Sports,11778.12,283,3.8
Product_2818,Books,9011.33,329,4.0
Product_2819,Home & Kitchen,9143.82,637,2.4
Product_2820,Books,13022.53,270,3.9
Product_2821,Books,17277.66,302,3.9
Product_2822,Fashion,5160.11,328,2.8
Product_2823,Fashion,10614.06,577,2.8
Product_2824,Home & Kitchen,10975.26,610,2.0
Product_2825,Fashion,15304.71,190,1.3
Product_2826,Home & Kitchen,16462.79,1,4.4
Product_2827,Home & Kitchen,19948.67,401,3.1
Product_2828,Beauty,16495.54,418,3.0
Product_2829,Fashion,15817.48,664,3.0
Product_2830,Fashion,15644.68,790,2.5
Product_2831,Electronics,1512.62,986,1.5
Product_2832,Beauty,14157.83,68,1.9
Product_2833,Sports,7255.83,42,1.2
Product_2834,Fashion,7274.75,272,2.7
Product_2835,Fashion,15532.95,789,4.9
Product_2836,Sports,5644.24,880,3.5
Product_2837,Books,2490.47,101,1.2
Product_2838,Home & Kitchen,18719.24,173,3.7
Product_2839,Beauty,18496.84,823,2.7
Product_2840,Fashion,8592.33,162,1.1
Product_2841,Sports,15479.34,774,4.8
Product_2842,Home & Kitchen,16544.64,652,1.8
Product_2843,Fashion,8393.17,956,1.5
Product_2844,Home & Kitchen,2568.84,967,4.3
Product_2845,Beauty,9874.55,580,2.7
Product_2846,Books,7004.19,555,4.8
Product_2847,Fashion,9363.65,362,3.1
Product_2848,Books,1656.72,589,4.3
Product_2849,Books,17933.64,502,2.3
Product_2850,Electronics,7071.49,830,3.4
Product_2851,Books,14791.88,381,3.2
Product_2852,Home & Kitchen,7997.57,238,3.2
Product_2853,Books,12012.57,56,4.2
Product_2854,Home & Kitchen,15203.83,819,1.4
Product_2855,Sports,4381.56,686,2.0
Product_2856,Home & Kitchen,13197.28,838,3.6
Product_2857,Sports,3328.14,395,1.3
Product_2858,Books,9868.42,992,2.1
Product_2859,Books,15471.56,988,2.8
Product_2860,Beauty,9474.46,173,1.6
Product_2861,Sports,11596.9,343,2.8
Product_2862,Fashion,11294.68,535,3.0
Product_2863,Fashion,1681.16,404,4.8
Product_2864,Electronics,3150.59,123,3.9
Product_2865,Fashion,5831.69,597,1.5
Product_2866,Beauty,14380.39,885,3.2
Product_2867,Books,12208.75,580,1.1
Product_2868,Fashion,10644.21,87,2.8
Product_2869,Electronics,4874.49,464,3.3
Product_2870,Fashion,12007.95,278,1.8
Product_2871,Sports,7889.48,458,4.6
Product_2872,Home & Kitchen,8266.34,589,1.9
Product_2873,Books,4026.56,316,4.4
Product_2874,Books,5967.91,161,1.5
Product_2875,Sports,16998.15,606,2.5
Product_2876,Sports,3287.66,658,2.0
Product_2877,Books,2527.3,874,2.5
Product_2878,Books,4219.34,744,4.7
Product_2879,Sports,7512.61,821,1.5
Product_2880,Beauty,9857.51,589,3.3
Product_2881,Fashion,15500.88,216,1.1
Product_2882,Books,4972.58,895,1.4
Product_2883,Beauty,3227.05,486,1.4
Product_2884,Fashion,691.68,251,3.1
Product_2885,Books,19915.92,930,1.9
Product_2886,Books,4708.58,802,3.7
Product_2887,Fashion,10689.69,651,4.8
Product_2888,Books,2334.04,543,1.1
Product_2889,Home & Kitchen,13145.05,656,2.8
Product_2890,Beauty,1261.51,805,2.3
Product_2891,Books,18369.03,228,1.5
Product_2892,Sports,7002.47,221,3.6
Product_2893,Electronics,7407.32,999,1.2
Product_2894,Sports,18020.24,249,4.8
Product_2895,Books,4331.6,84,4.4
Product_2896,Books,16812.25,528,1.6
Product_2897,Beauty,9100.65,886,2.9
Product_2898,Electronics,7381.14,45,2.2
Product_2899,Books,1370.84,698,3.7
Product_2900,Sports,12732.58,579,1.9
Product_2901,Home & Kitchen,8191.25,595,1.2
Product_2902,Electronics,7065.87,566,2.0
Product_2903,Home & Kitchen,10784.81,890,3.9
Product_2904,Electronics,10278.23,569,4.1
Product_2905,Electronics,15951.5,742,2.5
Product_2906,Fashion,5364.02,262,1.5
Product_2907,Home & Kitchen,5298.5,195,3.7
Product_2908,Sports,19438.29,944,3.9
Product_2909,Books,9607.25,822,3.6
Product_2910,Fashion,5799.52,961,2.9
Product_2911,Books,19997.21,879,2.9
Product_2912,Sports,11210.62,68,2.6
Product_2913,Home & Kitchen,6815.36,999,1.9
Product_2914,Sports,13459.71,913,2.8
Product_2915,Beauty,19391.5,283,2.2
Product_2916,Home & Kitchen,16328.36,111,3.4
Product_2917,Electronics,16689.54,145,2.2
Product_2918,Books,11218.02,527,3.4
Product_2919,Home & Kitchen,9004.21,627,4.3
Product_2920,Sports,5643.35,723,2.6
Product_2921,Electronics,10384.86,720,3.9
Product_2922,Beauty,6467.74,954,3.6
Product_2923,Electronics,19089.15,947,2.3
Product_2924,Electronics,16295.03,877,4.3
Product_2925,Fashion,10095.76,756,1.6
Product_2926,Home & Kitchen,18997.51,693,2.0
Product_2927,Electronics,8781.5,330,4.4
Product_2928,Electronics,7487.16,668,3.2
Product_2929,Fashion,15967.84,44,3.1
Product_2930,Sports,13625.61,190,3.2
Product_2931,Fashion,4972.4,328,2.3
Product_2932,Electronics,7252.84,574,1.2
Product_2933,Fashion,6827.56,649,3.8
Product_2934,Home & Kitchen,18701.79,735,3.4
Product_2935,Sports,9021.2,815,5.0
Product_2936,Books,1893.09,36,3.3
Product_2937,Electronics,5970.72,708,2.3
Product_2938,Electronics,576.65,35,2.0
Product_2939,Sports,11083.32,314,3.3
Product_2940,Home & Kitchen,1477.27,750,3.4
Product_2941,Home & Kitchen,551.64,838,4.0
Product_2942,Fashion,15170.91,595,3.5
Product_2943,Home & Kitchen,720.26,483,1.3
Product_2944,Home & Kitchen,9217.97,431,2.8
Product_2945,Sports,12356.79,512,3.2
Product_2946,Electronics,18038.63,826,2.1
Product_2947,Electronics,1301.66,21,2.6
Product_2948,Fashion,19647.02,625,2.5
Product_2949,Electronics,10388.42,614,4.0
Product_2950,Fashion,9405.84,637,1.5
Product_2951,Sports,6174.2,995,1.9
Product_2952,Beauty,2078.35,152,3.2
Product_2953,Home & Kitchen,9778.5,222,3.8
Product_2954,Sports,19894.85,289,2.3
Product_2955,Electronics,15360.54,910,4.6
Product_2956,Books,16190.2,497,1.8
Product_2957,Sports,14131.48,317,2.9
Product_2958,Electronics,18730.72,214,3.8
Product_2959,Books,15183.37,621,4.7
Product_2960,Electronics,15471.17,994,3.2
Product_2961,Fashion,11815.15,182,2.4
Product_2962,Sports,4263.62,164,5.0
Product_2963,Home & Kitchen,16127.13,330,2.3
Product_2964,Electronics,10526.54,908,2.2
Product_2965,Sports,5029.48,414,4.5
Product_2966,Home & Kitchen,11180.36,144,2.4
Product_2967,Books,3791.16,557,3.2
Product_2968,Beauty,8662.48,404,1.3
Product_2969,Books,6592.59,441,2.8
Product_2970,Home & Kitchen,2886.39,603,4.0
Product_2971,Sports,18680.92,253,2.1
Product_2972,Beauty,9727.79,826,4.2
Product_2973,Sports,10500.2,733,4.7
Product_2974,Beauty,14075.94,274,3.6
Product_2975,Sports,19641.07,780,4.6
Product_2976,Sports,15345.87,714,3.8
Product_2977,Books,2660.57,218,2.3
Product_2978,Home & Kitchen,4559.78,24,3.1
Product_2979,Beauty,15997.92,234,2.5
Product_2980,Books,19270.28,55,1.1
Product_2981,Beauty,6664.27,834,4.4
Product_2982,Beauty,8610.3,877,4.1
Product_2983,Books,2807.18,546,3.7
Product_2984,Fashion,13709.63,566,2.0
Product_2985,Beauty,19434.7,871,3.3
Product_2986,Home & Kitchen,19128.74,534,4.3
Product_2987,Books,9563.56,373,3.7
Product_2988,Books,3421.11,217,4.0
Product_2989,Beauty,9195.18,115,4.5
Product_2990,Fashion,1514.31,405,4.8
Product_2991,Home & Kitchen,5044.21,381,2.1
Product_2992,Fashion,16325.08,794,4.1
Product_2993,Fashion,14152.39,36,4.4
Product_2994,Beauty,761.91,957,4.5
Product_2995,Books,9517.01,734,3.2
Product_2996,Home & Kitchen,15984.0,709,3.5
Product_2997,Books,10286.01,347,2.4
Product_2998,Beauty,6166.45,378,4.1
Product_2999,Electronics,14616.05,626,3.4
Product_3000,Books,4024.9,269,1.7
Product_3001,Books,3516.82,837,2.6
Product_3002,Books,16115.2,828,3.8
Product_3003,Fashion,16344.14,310,3.0
Product_3004,Sports,1188.75,18,1.8
Product_3005,Home & Kitchen,5202.22,267,4.5
Product_3006,Books,14976.32,287,1.0
Product_3007,Beauty,6599.55,229,4.6
Product_3008,Sports,11589.69,381,1.6
Product_3009,Electronics,19997.47,340,1.7
Product_3010,Sports,16000.41,582,3.4
Product_3011,Fashion,19455.36,247,1.2
Product_3012,Sports,19282.79,859,2.3
Product_3013,Books,574.51,935,4.7
Product_3014,Fashion,15397.77,648,2.6
Product_3015,Books,6575.7,757,2.7
Product_3016,Books,4103.92,466,4.2
Product_3017,Sports,11582.34,590,2.9
Product_3018,Beauty,5977.39,759,4.9
Product_3019,Sports,1275.46,280,4.3
Product_3020,Books,11694.34,496,1.9
Product_3021,Fashion,16703.32,136,2.5
Product_3022,Beauty,5043.08,764,4.7
Product_3023,Electronics,6619.33,576,1.2
Product_3024,Electronics,5552.38,520,4.1
Product_3025,Beauty,12893.54,145,2.4
Product_3026,Electronics,3781.62,243,4.2
Product_3027,Electronics,18160.0,470,3.1
Product_3028,Beauty,6203.16,75,3.2
Product_3029,Electronics,9871.76,14,1.3
Product_3030,Home & Kitchen,918.19,844,4.0
Product_3031,Beauty,16087.95,729,4.6
Product_3032,Home & Kitchen,14277.69,953,1.1
Product_3033,Electronics,8056.34,182,1.5
Product_3034,Fashion,4792.16,473,2.8
Product_3035,Books,8726.6,419,4.6
Product_3036,Beauty,3067.23,330,3.7
Product_3037,Books,8430.23,946,1.2
Product_3038,Beauty,6903.19,471,1.2
Product_3039,Beauty,1589.28,719,1.2
Product_3040,Sports,6683.63,930,3.4
Product_3041,Home & Kitchen,17206.09,985,2.2
Product_3042,Fashion,17116.31,71,4.2
Product_3043,Fashion,12160.89,392,4.7
Product_3044,Sports,4939.99,134,4.8
Product_3045,Beauty,5648.08,428,2.2
Product_3046,Books,16601.79,813,4.1
Product_3047,Sports,13861.14,101,1.0
Product_3048,Fashion,2417.73,509,2.7
Product_3049,Electronics,4720.09,669,1.9
Product_3050,Home & Kitchen,13365.04,805,2.5
Product_3051,Sports,7654.62,389,3.1
Product_3052,Books,19729.27,236,2.9
Product_3053,Beauty,2699.42,187,4.8
Product_3054,Beauty,6479.83,230,2.8
Product_3055,Fashion,17319.55,292,3.0
Product_3056,Electronics,18204.99,856,5.0
Product_3057,Sports,14531.45,641,2.9
Product_3058,Home & Kitchen,16204.87,849,4.0
Product_3059,Sports,1510.67,557,3.4
Product_3060,Books,15262.94,242,2.7
Product_3061,Sports,15114.38,16,4.2
Product_3062,Sports,2961.21,290,2.0
Product_3063,Electronics,13362.9,378,1.6
Product_3064,Fashion,5019.9,594,4.2
Product_3065,Beauty,13650.33,626,2.0
Product_3066,Books,19122.46,199,1.1
Product_3067,Beauty,14693.95,395,1.2
Product_3068,Beauty,10932.83,712,4.9
Product_3069,Sports,11859.79,38,3.0
Product_3070,Sports,13957.59,9,4.9
Product_3071,Sports,15413.49,411,4.9
Product_3072,Home & Kitchen,11471.07,316,1.2
Product_3073,Electronics,8420.45,813,1.2
Product_3074,Books,13577.94,583,4.0
Product_3075,Fashion,760.62,516,3.3
Product_3076,Sports,2301.61,697,4.9
Product_3077,Sports,19634.12,438,3.6
Product_3078,Home & Kitchen,7179.72,708,3.0
Product_3079,Sports,13647.22,500,4.9
